Site,Level,Area,LOT,ID,UNIT,RawMaterial,ChertType,QuartzQuality,Class,CorePreparProd,RetouchedPieceBlank,PieceCompleteness,Cortex,CortexLocation,CortexType,PlatformType,PlatformCortex,Lipping,BlankShape,CrossSection,BlankTip,Profile,ScarCount,ScarPattern,Thickness,MaxWidth,ProxWidth,MedWidth,DistWidth,Length,PlatformThickness,PlatformWidth,ExteriorPlatformAngle,Weight,CoreType,CoreCrossSection,NumberCoreFaces,CorePlatform,CoreDistalTreatment,CoreLeftTreatment,CoreRightTreatment,CoreBackTreatment,MainFaceCortex,MainFaceScarCount,MainFaceScarDirection,MainFaceArisOrientation,MainFaceScarLength,MainFaceScarMaxWidth,MainFaceScarProxWidth,MainFaceScarMedWidth,MainFaceScarDistWidth,MainFacePlatformAngle,MainFaceCoreUse,DistalFaceCortex,DistalFaceScarCount,DistalFaceScarDirection,DistalFaceArisOrientation,DistalFaceCoreUse,LeftFaceCortex,LeftFaceScarCount,LeftFaceScarDirection,LeftFaceArisOrientation,LeftFaceCoreUse,RightFaceCortex,RightFaceScarCount,RightFaceScarDirection,RightFaceArisOrientation,RightFaceCoreUse,BackFaceCortex,BackFaceScarCount,BackFaceScarDirection,BackFaceArisOrientation,BackFaceCoreUse,CoreAbandon,Alteration,Fire,EdgeDamage,RetouchedPieceTypology,ChipQuantity,OtherNotes,BlankType,X,Y,Z,Phase
LP,T,NA,NA,B8-699,B8,Chert,NA,NA,Blank,NA,NA,NA,1-30%,Distal,Indeterminate,Faceted,No,No,Irregular,Trapezoidal,Hinge,Straight,3,Unidirectional,8.45,35.73,28.76,31.84,30.48,47.02,9.63,33.16,71.5,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,4999.363,5010.334,566.644,U/Lower T
LP,T,NA,NA,ZZ10-584,ZZ10,Chert,NA,NA,Blank,NA,NA,NA,0%,NA,NA,Dihedral,No,No,Parallel,Trapezoidal,Hinge,Straight,3,Unidirectional,6.07,14.91,9.22,15.86,9.86,26.85,5.58,9.66,67,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,Flake,5001.689,5012.549,567.001,Middle T
LP,U,NA,NA,A7-510,A7,Quartz,NA,Coarse,Shatter,NA,NA,NA,0%,NA,NA,NA,No,No,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,NA,NA,0,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,YY11-1252,YY11,Quartz,NA,Medium,Blank,NA,NA,NA,1-30%,Proximal,Cobble,Plain,YesComplete,No,Irregular,Quadrangular,Step,Straight,3,Unidirectional,22.54,44.4,31.78,45.21,19.71,70.95,23.61,29.31,129.3,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,5002.144,5013.333,566.322,U/Lower T
LP,U,NA,NA,B6-1234,B6,Chert,RM6,NA,BlankFrag,NA,NA,Distal,0%,NA,NA,NA,No,No,NA,Triangular,Feather,NA,0,NA,3.74,21.4,0,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,ZZ10-875,ZZ10,Quartz,NA,Fine,Blank,NA,NA,NA,0%,NA,NA,Plain,YesComplete,No,Irregular,Triangular,Hinge,Irregular,3,Unidirectional,9.6,17.46,12.93,17.54,5.99,30.09,11.92,21.44,85.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,5001.466,5012.442,566.314,U/Lower T
LP,U,NA,NA,WW11-327,WW11,Quartz,NA,RockCrystal,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Déjeté,Trapezoidal,Feather,Straight,3,Unidirectional,3.02,9.65,7.97,6.85,8.39,14.85,3.31,5.89,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,5002.647,5015.405,566.418,U/Lower T
LP,U,NA,NA,ZZ5-48,ZZ5,Other,NA,NA,BlankFrag,NA,NA,Distal,0%,NA,NA,NA,No,No,NA,Triangular,Feather,NA,0,NA,6.78,19.22,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,NA,NA,NA,U/Lower T
LP,U,NA,NA,ZZ10-860,ZZ10,Quartz,NA,Fine,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Circular,Triangular,Hinge,Straight,2,Unidirectional,11.94,28.61,22.19,28.01,24.03,21.7,13.32,22.99,62.8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,NA,NA,NA,U/Lower T
LP,U,NA,NA,C7-966,C7,Chert,NA,NA,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Divergent,Trapezoidal,Pointed,Straight,3,Unidirectional,3.63,14.62,7.36,13.47,3.61,24.71,3.6,7.03,90.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,NA,NA,NA,U/Lower T
LP,NA,NA,NA,B4-59,B4,Chert,NA,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Parallel,Irregular,Step,Straight,1,Unidirectional,4.9,16.67,10.5,17.33,17.01,19.86,3.3,6.93,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,4995.399,5010.485,566.904,Middle T
LP,NA,NA,NA,B5-1083,B5,Quartz,NA,Fine,Blank,NA,NA,NA,31-60%,Mesial,Cobble,Plain,YesComplete,No,Parallel,Irregular,Step,Straight,2,Unidirectional,14.62,27.52,20.07,23.68,26.06,29.89,9.41,19.81,107.7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,Flake,NA,NA,NA,NA
LP,NA,NA,NA,B5-1009,B5,Chert,RM7,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,YesPartial,No,Parallel,Trapezoidal,Feather,Straight,3,Unidirectional,5.52,23.53,13.2,20.48,5.24,57.15,7.21,12.88,68.6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,ElongatedProd,NA,NA,NA,NA
LP,T,NA,NA,B8-699,B8,Chert,RM5,NA,RetouchedPiece,NA,Blank,NA,0%,NA,NA,Faceted,No,No,Parallel,Lenticular,Step,Irregular,3,Unidirectional,8.77,36.2,33.82,31.36,25.35,48.26,9.3,29.1,66.5,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,Retouched flake,0,NA,NA,4999.363,5010.334,566.644,U/Lower T
LP,T,NA,NA,C5-29,C5,Chert,RM5,NA,Blank,NA,NA,NA,0%,NA,NA,Dihedral,No,No,Convergent,Triangular,Pointed,Straight,3,Unidirectional,4.77,21.49,21.5,14.16,3.81,31.4,4.65,21.42,109.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,Flake,NA,NA,NA,NA
LP,T,NA,NA,ZZ9-427,ZZ9,Chert,RM5,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Déjeté,Irregular,Hinge,Straight,4,Unidirectional,9.71,36.04,15.34,34.6,8.9,25.77,4.86,9.76,103.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,Flake,5000.756,5012.74,566.964,Middle T
LP,T,NA,NA,YY10-575,YY10,Chert,RM2,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Circular,Triangular,Feather,Straight,3,Bidirectional,7.59,25.67,17.28,25.27,19.21,23.65,9.83,20.05,67.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,Flake,5001.053,5013.209,567.037,Middle T
LP,T,NA,NA,ZZ10-584,ZZ10,Chert,RM5,NA,Blank,NA,NA,NA,0%,NA,NA,Dihedral,No,No,Parallel,Trapezoidal,Hinge,Curved,3,Unidirectional,6.02,15.89,10.02,15.98,13.09,26.87,5.71,9.56,75.3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,Flake,5001.689,5012.549,567.001,Middle T
LP,T,NA,NA,ZZ11-521,ZZ11,Chert,RM5,NA,RetouchedPiece,NA,Blank,NA,0%,NA,NA,Crushed,No,No,Parallel,Triangular,Feather,Straight,3,Unidirectional,5.34,15.49,15.41,16.5,12.99,20.13,2.41,8.6,98.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,Notch,0,NA,NA,5002.611,5012.39,567.041,Middle T
LP,T,NA,NA,D10-3,D10,Chert,RM5,NA,RetouchedPiece,NA,Blank,NA,31-60%,RightLateral,Indeterminate,Plain,YesPartial,No,Irregular,Triangular,Hinge,Straight,1,Unidirectional,10.1,26.92,16.08,21.39,13.92,36.06,9.82,15.45,75.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,Retouched flake,0,NA,NA,NA,NA,NA,NA
LP,T,NA,NA,XX11-330,XX11,Chert,RM5,NA,RetouchedPiece,NA,Blank,NA,61-99%,Distal,Outcrop,Crushed,No,No,Divergent,Other,Feather,Straight,4,Centripetal,18.94,41.33,27.07,39.45,41.19,40.44,13.83,21.38,0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,Retouched flake,0,NA,NA,5002.892,5014.519,566.87,U/Lower T
LP,T,NA,NA,C5-23,C5,Chert,RM5,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Parallel,Triangular,Hinge,Curved,3,Unidirectional,4.81,14.3,7.99,13.67,11.06,24.61,4.53,8.03,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,Flake,NA,NA,NA,NA
LP,T,NA,NA,B9-86,B9,Chert,NA,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Divergent,Trapezoidal,Hinge,Straight,6,Unidirectional,11.28,23.61,14.88,23.45,24.01,31.41,9,15.01,89.8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,Flake,NA,NA,NA,NA
LP,T,NA,NA,A10-234,A10,Chert,RM5,NA,CorePreparProd,CoreTablet,NA,NA,0%,NA,NA,Plain,No,No,Parallel,Triangular,Feather,Straight,2,Unidirectional,6.08,18.75,14.49,18.23,13.72,19.32,7.01,13.99,99.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,5001.371,5011.483,566.882,U/Lower T
LP,T,NA,NA,B9-36,B9,Chert,RM5,NA,Blank,NA,NA,NA,0%,NA,NA,Dihedral,No,No,Irregular,Other,Hinge,Straight,2,Unidirectional,6.74,25.72,19.27,21.53,24.51,18.89,7.63,15.72,73.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,Flake,5000.937,5010.515,567.104,Middle T
LP,T,NA,NA,B10-80,B10,Chert,RM5,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Irregular,Other,Step,Straight,2,Unidirectional,4.89,23.22,23.23,19.38,10.3,13.08,4.4,20.68,86,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,Flake,5001.01,5010.783,567.179,Middle T
LP,T,NA,NA,C9-15,C9,Chert,RM5,NA,RetouchedPiece,NA,Blank,NA,0%,NA,NA,Crushed,No,No,Parallel,Trapezoidal,Step,Curved,4,BidirectionalOpposed,6.94,25.77,19.49,24.33,23.92,31.51,6.4,12.1,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,Concave truncation,0,NA,NA,5000.355,5009.956,567.092,Middle T
LP,T,NA,NA,E9-T3,E9,Chert,RM5,NA,RetouchedPiece,NA,Blank,NA,0%,NA,NA,Crushed,No,No,Divergent,Other,Step,Curved,3,Unidirectional,6.69,17.88,12.54,17.53,10.66,26.7,3.09,9.46,82.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,Truncation,0,NA,NA,NA,NA,NA,NA
LP,T,NA,NA,G9-1005,G9,Chert,NA,NA,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Divergent,Triangular,Hinge,Curved,3,Unidirectional,5.98,26.87,10.69,22.48,25.44,45.12,2.83,8.19,103.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,Flake,NA,NA,NA,NA
LP,T,NA,NA,YY11-678,YY11,Chert,NA,NA,Blank,NA,NA,NA,0%,NA,NA,Dihedral,No,No,Divergent,Trapezoidal,Overshoot,Curved,7,Bidirectional,8.95,24.37,13.71,21.42,23.57,37.46,7.44,10.52,93.4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,Fire,Burned,Yes,NA,0,NA,Flake,5002.01,5013.368,567.011,Middle T
LP,T,NA,NA,D10-T1,D10,Chert,RM5,NA,CorePreparProd,CoreTablet,NA,NA,0%,NA,NA,Plain,No,No,Convergent,Triangular,Pointed,Curved,0,Unidirectional,4.85,14.99,14.98,12.3,3.24,22.18,5.19,15.52,97.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,NA,NA,NA,NA
LP,T,NA,NA,D9-T1,D9,Chert,RM5,NA,RetouchedPiece,NA,Other,NA,0%,NA,NA,Faceted,No,No,Irregular,Irregular,Step,Curved,2,Unidirectional,5.3,16.22,12.95,16.23,5.82,17.23,3.43,8.61,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,Retouched flake,0,EMPN Tablete,NA,NA,NA,NA,NA
LP,T,NA,NA,ZZ9-555,ZZ9,Chert,RM5,NA,RetouchedPiece,NA,Blank,NA,0%,NA,NA,Plain,No,No,Convergent,Trapezoidal,Pointed,Curved,4,BidirectionalAlternate,8.53,22.19,21.65,22.1,5.83,40.2,5.26,19.23,89.8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,Retouched flake,0,PVC?,NA,5000.628,5012.86,566.878,U/Lower T
LP,T,NA,NA,ZZ9-320,ZZ9,Chert,NA,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Convergent,Triangular,Feather,Straight,4,Unidirectional,5.79,28.58,16.93,27.51,7.4,59.34,8.87,16.35,70.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,Vale Comprido point (?),0,Sup VC,ElongatedProd,5000.968,5012.395,567.039,Middle T
LP,T,NA,NA,YY11-222,YY11,Chert,RM5,NA,RetouchedPieceFrag,NA,Blank,Distal,0%,NA,NA,NA,No,No,NA,Triangular,Feather,NA,0,NA,4.25,25.49,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,Truncatura,0,NA,NA,NA,NA,NA,NA
LP,T,NA,NA,YY11-517,YY11,Chert,RM3,NA,BlankFrag,NA,NA,Distal,0%,NA,NA,NA,No,No,NA,Triangular,Feather,NA,0,NA,6.69,24.47,0,0,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,Fire,Burned,Yes,NA,0,NA,NA,5002.205,5013.417,567.006,Middle T
LP,T,NA,NA,ZZ9-264,ZZ9,Chert,RM3,NA,BlankFrag,NA,NA,Distal,0%,NA,NA,NA,No,Yes,NA,Triangular,Feather,NA,0,NA,3.35,18.43,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,NA,NA,NA,NA,NA
LP,T,NA,NA,A8-7,A8,Chert,NA,NA,RetouchedPieceFrag,NA,Blank,Distal,0%,NA,NA,NA,No,No,NA,Triangular,Feather,NA,0,NA,5.65,15.34,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,Retouched flake,0,NA,NA,NA,NA,NA,NA
LP,T,NA,NA,YY9-475,YY9,Chert,RM1,NA,BlankFrag,NA,NA,Proximal,0%,NA,NA,Plain,No,No,NA,Triangular,NA,NA,0,NA,5.82,21.37,0,0,0,0,5.11,11.16,80.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,NA,5000.965,5013.205,567.044,Middle T
LP,T3,NA,NA,E6-62,E6,Chert,NA,NA,RetouchedPiece,NA,Blank,NA,0%,NA,NA,Plain,No,No,Parallel,Triangular,Pointed,Straight,4,Unidirectional,6.13,20.77,16.58,20.81,10.86,62.15,5.37,14.69,82.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,Vale Comprido point (?),0,PVC?,NA,NA,NA,NA,Middle T
LP,T,NA,NA,YY9-853,YY9,Chert,RM3,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Convergent,Triangular,Feather,Curved,3,Unidirectional,4.94,21.13,15.59,20.89,6.46,49.13,4.29,11.17,85.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,ElongatedProd,5000.412,5013.916,567.046,Middle T
LP,T,NA,NA,A11-106,A11,Chert,RM3,NA,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,Yes,Parallel,Trapezoidal,Feather,Twisted,4,Unidirectional,5.74,18.19,11.13,16.66,10.13,49.08,5.24,11.91,95.7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,ElongatedProd,5002.091,5011.076,567.286,Middle T
LP,T,NA,NA,A6-185,A6,Chert,RM3,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Convergent,Triangular,Feather,Curved,3,Unidirectional,3.42,16.31,8.6,15.81,3.01,54.03,2.27,5.36,95.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,ElongatedProd,4997.656,5011.556,566.831,U/Lower T
LP,T,NA,NA,YY12-159,YY12,Chert,RM3,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Parallel,Trapezoidal,Feather,Straight,3,Unidirectional,5.13,20.65,16.82,20.45,5.39,46.62,5.26,16.42,82,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,Sup VC?,ElongatedProd,5003.467,5013.166,566.908,Middle T
LP,T,NA,NA,ZZ10-456,ZZ10,Chert,RM3,NA,Blank,NA,NA,NA,0%,NA,NA,Crushed,No,No,Parallel,Irregular,Feather,Irregular,4,Unidirectional,6.53,16.37,12.36,14.33,17.08,49.64,2,11.67,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,ElongatedProd,5001.988,5012.31,567.061,Middle T
LP,T,NA,NA,YY9-589,YY9,Chert,RM1,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Irregular,Trapezoidal,Step,Straight,3,Unidirectional,3.41,22.03,14.1,21.49,14.42,24.91,4.75,13.09,82,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,Flake,5000.672,5013.154,567.003,Middle T
LP,T,NA,NA,H7-26,H7,Chert,NA,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Convergent,Trapezoidal,Feather,Straight,3,Unidirectional,5.81,23.15,12.09,20.15,20.95,53.45,4.17,9.84,89.8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,Yes,NA,0,NA,ElongatedProd,NA,NA,NA,NA
LP,T,NA,NA,C6-294,C6,Chert,NA,NA,Blank,NA,NA,NA,0%,NA,NA,Plain,No,No,Parallel,Trapezoidal,Feather,Curved,4,Unidirectional,4.62,22.92,16.11,25.14,5.54,52.63,4.8,14.19,108.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,None,NA,No,NA,0,NA,ElongatedProd,4997.868,5009.314,566.856,U/Lower T
